date,cum_power
26-10-2011,0.1
27-10-2011,10.2
28-10-2011,20.2
29-10-2011,29.6
30-10-2011,34.2
31-10-2011,38
01-11-2011,46.6
02-11-2011,51.6
03-11-2011,58.6
04-11-2011,60.5
05-11-2011,65.7
06-11-2011,71.8
07-11-2011,73.3
08-11-2011,73.8
09-11-2011,76.1
10-11-2011,82.5
11-11-2011,89.1
12-11-2011,95.5
13-11-2011,99.9
14-11-2011,101.4
15-11-2011,109.1
16-11-2011,116
17-11-2011,122.3
18-11-2011,124.3
19-11-2011,130.5
20-11-2011,136.5
21-11-2011,142.5
22-11-2011,145
23-11-2011,148.3
24-11-2011,149.8
25-11-2011,151.7
26-11-2011,152.4
27-11-2011,156.1
28-11-2011,157.4
29-11-2011,163.9
30-11-2011,165.3
01-12-2011,170.7
02-12-2011,172.1
03-12-2011,174.7
04-12-2011,175.3
05-12-2011,176.3
06-12-2011,178.8
07-12-2011,180.5
08-12-2011,182
09-12-2011,183.6
10-12-2011,188.4
11-12-2011,192.6
12-12-2011,195
13-12-2011,197.8
14-12-2011,199.1
15-12-2011,200.1
16-12-2011,201.6
17-12-2011,201.8
18-12-2011,205.4
19-12-2011,209.7
20-12-2011,211.6
21-12-2011,214.4
22-12-2011,215.3
23-12-2011,216.2
24-12-2011,217.4
25-12-2011,219.7
26-12-2011,220.3
27-12-2011,220.7
28-12-2011,221.2
29-12-2011,221.7
30-12-2011,222.6
31-12-2011,226.2
01-01-2012,226.7
02-01-2012,227.5
03-01-2012,230.4
04-01-2012,231.2
05-01-2012,233.9
06-01-2012,235.5
07-01-2012,236.5
08-01-2012,240.6
09-01-2012,245.8
10-01-2012,246.8
11-01-2012,248.3
12-01-2012,249.9
13-01-2012,251.3
14-01-2012,254.7
15-01-2012,258.1
16-01-2012,263.5
17-01-2012,269.4
18-01-2012,274.8
19-01-2012,276.5
20-01-2012,277.3
21-01-2012,278.1
22-01-2012,278.9
23-01-2012,282.8
24-01-2012,286.1
25-01-2012,288.2
26-01-2012,289.6
27-01-2012,290.7
28-01-2012,297
29-01-2012,300.3
30-01-2012,301.6
31-01-2012,301.8
01-02-2012,307.4
02-02-2012,315.8
03-02-2012,324.3
04-02-2012,326.6
05-02-2012,334.2
06-02-2012,339.8
07-02-2012,348.4
08-02-2012,355.7
09-02-2012,363.6
10-02-2012,367.3
11-02-2012,376.9
12-02-2012,383.3
13-02-2012,385.9
14-02-2012,388.9
15-02-2012,393.6
16-02-2012,396
17-02-2012,399.6
18-02-2012,404.8
19-02-2012,406.3
20-02-2012,413.6
21-02-2012,424.3
22-02-2012,430.7
23-02-2012,436.9
24-02-2012,439.3
25-02-2012,441.6
26-02-2012,450.7
27-02-2012,453.3
28-02-2012,457.2
29-02-2012,458.7
01-03-2012,461.2
02-03-2012,463.5
03-03-2012,465.3
04-03-2012,471.4
05-03-2012,475.5
06-03-2012,477.1
07-03-2012,483.5
08-03-2012,485.8
09-03-2012,498
10-03-2012,504.1
11-03-2012,508.2
12-03-2012,524.3
13-03-2012,538
14-03-2012,541.5
15-03-2012,554.7
16-03-2012,571.9
17-03-2012,587.6
18-03-2012,592.5
19-03-2012,601.5
20-03-2012,619.3
21-03-2012,632.5
22-03-2012,650.8
23-03-2012,668.5
24-03-2012,686.2
25-03-2012,703.3
26-03-2012,723.5
27-03-2012,742.8
28-03-2012,760.7
29-03-2012,780.1
30-03-2012,794.3
31-03-2012,796.6
01-04-2012,804.2
02-04-2012,823.3
03-04-2012,844.2
04-04-2012,860.3
05-04-2012,872.4
06-04-2012,878.2
07-04-2012,900.2
08-04-2012,910.9
09-04-2012,922.1
10-04-2012,927.9
11-04-2012,933.1
12-04-2012,940.5
13-04-2012,953.9
14-04-2012,972.9
15-04-2012,992.4
16-04-2012,1001.1
17-04-2012,1021.3
18-04-2012,1029.5
19-04-2012,1041.9
20-04-2012,1059
21-04-2012,1072.4
22-04-2012,1086.1
23-04-2012,1103.4
24-04-2012,1114.9
25-04-2012,1126.1
26-04-2012,1133.9
27-04-2012,1147.7
28-04-2012,1158.9
29-04-2012,1167
30-04-2012,1186.9
01-05-2012,1202
02-05-2012,1222.9
03-05-2012,1228
04-05-2012,1233
05-05-2012,1253.5
06-05-2012,1258.9
07-05-2012,1270.9
08-05-2012,1292.2
09-05-2012,1302.6
10-05-2012,1318.4
11-05-2012,1327.7
12-05-2012,1338.1
13-05-2012,1359
14-05-2012,1381.3
15-05-2012,1410
16-05-2012,1421.5
17-05-2012,1452
18-05-2012,1469
19-05-2012,1477
20-05-2012,1499
21-05-2012,1518
22-05-2012,1533
23-05-2012,1561.9
24-05-2012,1588.2
25-05-2012,1607.5
26-05-2012,1636.7
27-05-2012,1665
28-05-2012,1692.3
29-05-2012,1721.6
30-05-2012,1746.3
31-05-2012,1769.4
01-06-2012,1782.5
02-06-2012,1802.4
03-06-2012,1825.9
04-06-2012,1829.1
05-06-2012,1836.4
06-06-2012,1864.2
07-06-2012,1881.1
08-06-2012,1893.6
09-06-2012,1916
10-06-2012,1936.8
11-06-2012,1948.9
12-06-2012,1959.3
13-06-2012,1968.7
14-06-2012,1981.3
15-06-2012,2007.3
16-06-2012,2015.3
17-06-2012,2034.2
18-06-2012,2056.7
19-06-2012,2069.9
20-06-2012,2090.4
21-06-2012,2110.9
22-06-2012,2122.7
23-06-2012,2142.4
24-06-2012,2162.4
25-06-2012,2173.1
26-06-2012,2195.7
27-06-2012,2219.1
28-06-2012,2228.8
29-06-2012,2251.2
30-06-2012,2270.3
01-07-2012,2294.4
02-07-2012,2317.9
03-07-2012,2343.5
04-07-2012,2356
05-07-2012,2376.1
06-07-2012,2391.1
07-07-2012,2412.8
08-07-2012,2430.5
09-07-2012,2445.3
10-07-2012,2456.1
11-07-2012,2468.7
12-07-2012,2484
13-07-2012,2500
14-07-2012,2515
15-07-2012,2531.4
16-07-2012,2545.5
17-07-2012,2552.8
18-07-2012,2563.4
19-07-2012,2582.8
20-07-2012,2595.9
21-07-2012,2605
22-07-2012,2627.4
23-07-2012,2653.4
24-07-2012,2680.6
25-07-2012,2707.3
26-07-2012,2733
27-07-2012,2756
28-07-2012,2771.2
29-07-2012,2783.7
30-07-2012,2801.7
31-07-2012,2817.4
01-08-2012,2825.8
02-08-2012,2840.6
03-08-2012,2858.7
04-08-2012,2873.3
05-08-2012,2888.9
06-08-2012,2904.7
07-08-2012,2918.8
08-08-2012,2932.3
09-08-2012,2943.8
10-08-2012,2964.1
11-08-2012,2990.1
12-08-2012,3014.5
13-08-2012,3040.6
14-08-2012,3059.6
15-08-2012,3072.4
16-08-2012,3086.3
17-08-2012,3100.6
18-08-2012,3125
19-08-2012,3147.2
20-08-2012,3164.3
21-08-2012,3174.7
22-08-2012,3190.5
23-08-2012,3207.2
24-08-2012,3229.2
25-08-2012,3245
26-08-2012,3256.5
27-08-2012,3270.1
28-08-2012,3286.8
29-08-2012,3306.3
30-08-2012,3325.5
31-08-2012,3337.4
01-09-2012,3351
02-09-2012,3374
03-09-2012,3389.6
04-09-2012,3407.6
05-09-2012,3427.6
06-09-2012,3445.6
07-09-2012,3466.3
08-09-2012,3487.1
09-09-2012,3507.5
10-09-2012,3528.3
11-09-2012,3543.6
12-09-2012,3553
13-09-2012,3566.5
14-09-2012,3576.3
15-09-2012,3582.1
16-09-2012,3597.6
17-09-2012,3613.6
18-09-2012,3620.2
19-09-2012,3636.5
20-09-2012,3650.5
21-09-2012,3662.8
22-09-2012,3672
23-09-2012,3689.6
24-09-2012,3694
25-09-2012,3700.3
26-09-2012,3710.5
27-09-2012,3720.9
28-09-2012,3730.8
29-09-2012,3741
30-09-2012,3755.7
01-10-2012,3771.7
02-10-2012,3781.2
03-10-2012,3788.8
04-10-2012,3792.4
05-10-2012,3806.7
06-10-2012,3810.9
07-10-2012,3814.4
08-10-2012,3826.6
09-10-2012,3835
10-10-2012,3840.7
11-10-2012,3851.8
12-10-2012,3862
13-10-2012,3870.2
14-10-2012,3872.3
15-10-2012,3877.7
16-10-2012,3885.3
17-10-2012,3894.8
18-10-2012,3899.2
19-10-2012,3902.3
20-10-2012,3906.9
21-10-2012,3910.1
22-10-2012,3915.6
23-10-2012,3925.2
24-10-2012,3933.4
25-10-2012,3942.1
26-10-2012,3943.6
27-10-2012,3945.6
28-10-2012,3954.8
29-10-2012,3964.1
30-10-2012,3965.9
31-10-2012,3970.2
01-11-2012,3979.1
02-11-2012,3983.2
03-11-2012,3987.2
04-11-2012,3993.8
05-11-2012,3998.3
06-11-2012,4001.2
07-11-2012,4005.5
08-11-2012,4008.6
09-11-2012,4011.2
10-11-2012,4014.9
11-11-2012,4015.9
12-11-2012,4020.2
13-11-2012,4022.1
14-11-2012,4023.9
15-11-2012,4031.1
16-11-2012,4032.9
17-11-2012,4036.6
18-11-2012,4037.6
19-11-2012,4039.3
20-11-2012,4041.2
21-11-2012,4045.5
22-11-2012,4047.4
23-11-2012,4053.3
24-11-2012,4054.1
25-11-2012,4055
26-11-2012,4059
27-11-2012,4061.3
28-11-2012,4063.1
29-11-2012,4066.7
30-11-2012,4069.2
01-12-2012,4072
02-12-2012,4074.6
03-12-2012,4077.6
04-12-2012,4078
05-12-2012,4079.8
06-12-2012,4080.6
07-12-2012,4082.1
08-12-2012,4083.8
09-12-2012,4088.7
10-12-2012,4089
11-12-2012,4090.4
12-12-2012,4095.6
13-12-2012,4100.4
14-12-2012,4103.3
15-12-2012,4104.1
16-12-2012,4105.5
17-12-2012,4106.8
18-12-2012,4107.8
19-12-2012,4109.1
20-12-2012,4111.2
21-12-2012,4111.8
22-12-2012,4113.1
23-12-2012,4113.3
24-12-2012,4113.6
25-12-2012,4115.5
26-12-2012,4117.7
27-12-2012,4119.2
28-12-2012,4120.6
29-12-2012,4121.6
30-12-2012,4124.5
31-12-2012,4126.9
01-01-2013,4128
02-01-2013,4130.7
03-01-2013,4133.1
04-01-2013,4133.7
05-01-2013,4134.1
06-01-2013,4134.3
07-01-2013,4135.4
08-01-2013,4135.8
09-01-2013,4136.7
10-01-2013,4136.9
11-01-2013,4139.6
12-01-2013,4141.7
13-01-2013,4145.9
14-01-2013,4151.1
15-01-2013,4153.4
16-01-2013,4153.4
17-01-2013,4154.6
18-01-2013,4155.4
19-01-2013,4157.6
20-01-2013,4158.8
21-01-2013,4158.9
22-01-2013,4158.9
23-01-2013,4162.1
24-01-2013,4167
25-01-2013,4171.8
26-01-2013,4174.6
27-01-2013,4175.2
28-01-2013,4177.3
29-01-2013,4181.9
30-01-2013,4182.7
31-01-2013,4188
01-02-2013,4191
02-02-2013,4191.8
03-02-2013,4197.9
04-02-2013,4200.6
05-02-2013,4205.6
06-02-2013,4211.6
07-02-2013,4216.3
08-02-2013,4221.3
09-02-2013,4227
10-02-2013,4231.2
11-02-2013,4239.3
12-02-2013,4242
13-02-2013,4244.5
14-02-2013,4252.4
15-02-2013,4253.4
16-02-2013,4259.6
17-02-2013,4261.6
18-02-2013,4265
19-02-2013,4274.8
20-02-2013,4279.3
21-02-2013,4287.9
22-02-2013,4292.5
23-02-2013,4295.6
24-02-2013,4299.8
25-02-2013,4301.6
26-02-2013,4303.3
27-02-2013,4309.4
28-02-2013,4310.5
01-03-2013,4313.2
02-03-2013,4315.8
03-03-2013,4321.4
04-03-2013,4327.5
05-03-2013,4341.7
06-03-2013,4352.3
07-03-2013,4364.8
08-03-2013,4370.8
09-03-2013,4377.2
10-03-2013,4378.5
11-03-2013,4380.2
12-03-2013,4382.6
13-03-2013,4390.5
14-03-2013,4401.1
15-03-2013,4412.3
16-03-2013,4419
17-03-2013,4426.8
18-03-2013,4433.2
19-03-2013,4444
20-03-2013,4452.5
21-03-2013,4455.3
22-03-2013,4465.4
23-03-2013,4476.6
24-03-2013,4479.4
25-03-2013,4479.6
26-03-2013,4490.9
27-03-2013,4511.7
28-03-2013,4531.9
29-03-2013,4542.3
30-03-2013,4549.6
31-03-2013,4556.7
01-04-2013,4564.5
02-04-2013,4587.6
03-04-2013,4611
04-04-2013,4621.5
05-04-2013,4639.6
06-04-2013,4644
07-04-2013,4654.7
08-04-2013,4676.7
09-04-2013,4687.5
10-04-2013,4697
11-04-2013,4706.7
12-04-2013,4712.9
13-04-2013,4725.1
14-04-2013,4739.7
15-04-2013,4763.6
16-04-2013,4776.9
17-04-2013,4787.2
18-04-2013,4803.7
19-04-2013,4829.1
20-04-2013,4843.6
21-04-2013,4871
22-04-2013,4893.8
23-04-2013,4917.4
24-04-2013,4932.1
25-04-2013,4956.2
26-04-2013,4979.7
27-04-2013,4981.3
28-04-2013,4996.4
29-04-2013,5025.3
30-04-2013,5042.7
01-05-2013,5066.4
02-05-2013,5087.7
03-05-2013,5111.7
04-05-2013,5132.2
05-05-2013,5149.7
06-05-2013,5174
07-05-2013,5194.6
08-05-2013,5207.8
09-05-2013,5217.9
10-05-2013,5239.5
11-05-2013,5250.9
12-05-2013,5262.8
13-05-2013,5271.1
14-05-2013,5282.8
15-05-2013,5296.1
16-05-2013,5323
17-05-2013,5326.7
18-05-2013,5329.7
19-05-2013,5341.5
20-05-2013,5365.8
21-05-2013,5370
22-05-2013,5372.4
23-05-2013,5384
24-05-2013,5403.9
25-05-2013,5423
26-05-2013,5441.7
27-05-2013,5458.7
28-05-2013,5487.9
29-05-2013,5502.4
30-05-2013,5507.2
31-05-2013,5516.6
01-06-2013,5543
02-06-2013,5559.5
03-06-2013,5588.7
04-06-2013,5613.6
05-06-2013,5640.5
06-06-2013,5665.2
07-06-2013,5689.7
08-06-2013,5718
09-06-2013,5747.3
10-06-2013,5777.1
11-06-2013,5802.2
12-06-2013,5815.7
13-06-2013,5828.5
14-06-2013,5836.8
15-06-2013,5861.2
16-06-2013,5886.9
17-06-2013,5902
18-06-2013,5920.3
19-06-2013,5938
20-06-2013,5950.4
21-06-2013,5968.9
22-06-2013,5978
23-06-2013,5987.8
24-06-2013,6005.9
25-06-2013,6013.4
26-06-2013,6035.4
27-06-2013,6055.1
28-06-2013,6072
29-06-2013,6079
30-06-2013,6099.2
01-07-2013,6122
02-07-2013,6140
03-07-2013,6156.2
04-07-2013,6163.8
05-07-2013,6174.8
06-07-2013,6188
07-07-2013,6211.9
08-07-2013,6240.1
09-07-2013,6266.9
10-07-2013,6295.1
11-07-2013,6314.7
12-07-2013,6341.7
13-07-2013,6354.3
14-07-2013,6381.3
15-07-2013,6401.4
16-07-2013,6430.3
17-07-2013,6454
18-07-2013,6477
19-07-2013,6503.5
20-07-2013,6527.8
21-07-2013,6545.6
22-07-2013,6571
23-07-2013,6594.2
24-07-2013,6614.9
25-07-2013,6641
26-07-2013,6661
27-07-2013,6678.4
28-07-2013,6694.3
29-07-2013,6717.8
30-07-2013,6741.1
31-07-2013,6749
01-08-2013,6766.7
02-08-2013,6792.8
03-08-2013,6814
04-08-2013,6835.1
05-08-2013,6859.8
06-08-2013,6876.3
07-08-2013,6888.9
08-08-2013,6891.6
09-08-2013,6910.6
10-08-2013,6929.7
11-08-2013,6944
12-08-2013,6957
13-08-2013,6970.7
14-08-2013,6995
15-08-2013,7007
16-08-2013,7021
17-08-2013,7035.7
18-08-2013,7053.9
19-08-2013,7070
20-08-2013,7094
21-08-2013,7110
