cluster_id,Activity Period,Operating Airline,GEO Region,Terminal,Passenger Count
1,200511,TACA,Central America,International,4259
5,200511,US Airways,US,Terminal 1,27469
5,200511,US Airways,US,Terminal 1,29799
5,200511,US Airways,US,Terminal 1,33531
5,200511,US Airways,US,Terminal 1,33243
10,200511,United Airlines,US,Terminal 1,46958
10,200511,United Airlines,US,Terminal 1,47813
9,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,58938
9,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,57821
9,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,380704
9,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,374221
9,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,7299
8,200511,United Airlines - Pre 07/01/2013,Asia,International,64080
8,200511,United Airlines - Pre 07/01/2013,Asia,International,60797
8,200511,United Airlines - Pre 07/01/2013,Asia,International,3465
8,200511,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7591
8,200511,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7850
8,200511,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1411
9,200511,United Airlines - Pre 07/01/2013,Canada,Terminal 3,7794
9,200511,United Airlines - Pre 07/01/2013,Canada,Terminal 3,7651
6,200512,Alaska Airlines,Mexico,International,12586
8,200511,United Airlines - Pre 07/01/2013,Europe,International,21996
8,200511,United Airlines - Pre 07/01/2013,Europe,International,21571
8,200511,United Airlines - Pre 07/01/2013,Europe,International,609
6,200511,United Airlines - Pre 07/01/2013,Mexico,International,8612
6,200511,United Airlines - Pre 07/01/2013,Mexico,International,9649
6,200511,United Airlines - Pre 07/01/2013,Mexico,International,158
3,200511,Virgin Atlantic,Europe,International,8021
3,200511,Virgin Atlantic,Europe,International,8174
11,200511,WestJet Airlines,Canada,International,1268
11,200511,WestJet Airlines,Canada,International,1283
10,200512,ATA Airlines,US,Terminal 1,15373
10,200512,ATA Airlines,US,Terminal 1,16790
10,200512,ATA Airlines,US,Terminal 1,2402
11,200512,Air Canada ,Canada,Terminal 1,19200
11,200512,Air Canada ,Canada,Terminal 1,19481
11,200512,Air Canada Jazz,Canada,Terminal 1,554
11,200512,Air Canada Jazz,Canada,Terminal 1,509
1,200512,Air China,Asia,International,4261
1,200512,Air China,Asia,International,3543
3,200512,Air France,Europe,International,7158
3,200512,Air France,Europe,International,7456
1,200512,Air New Zealand,Australia / Oceania,International,7406
1,200512,Air New Zealand,Australia / Oceania,International,6473
2,200512,AirTran Airways,US,International,5847
2,200512,AirTran Airways,US,International,5844
2,200512,Alaska Airlines,US,International,27640
2,200512,Alaska Airlines,US,International,35412
2,200512,Alaska Airlines,US,International,5903
11,200512,Alaska Airlines,Canada,International,6655
11,200512,Alaska Airlines,Canada,International,6847
11,200512,Alaska Airlines,Canada,International,147
6,200512,Alaska Airlines,Mexico,International,9142
6,200512,Alaska Airlines,Mexico,International,1737
1,200512,All Nippon Airways,Asia,International,5355
1,200512,All Nippon Airways,Asia,International,5895
0,200512,American Airlines,US,Terminal 3,127085
0,200512,American Airlines,US,Terminal 3,130393
0,200512,American Eagle Airlines,US,Terminal 3,4423
0,200512,American Eagle Airlines,US,Terminal 3,4313
1,200512,Asiana Airlines,Asia,International,4768
1,200512,Asiana Airlines,Asia,International,5020
3,200512,British Airways,Europe,International,15058
3,200512,British Airways,Europe,International,15271
1,200512,Cathay Pacific,Asia,International,9813
1,200512,Cathay Pacific,Asia,International,10442
1,200512,China Airlines,Asia,International,9680
1,200512,China Airlines,Asia,International,11506
10,200512,Delta Air Lines,US,Terminal 1,21336
10,200512,Delta Air Lines,US,Terminal 1,54864
10,200512,Delta Air Lines,US,Terminal 1,22322
10,200512,Delta Air Lines,US,Terminal 1,57401
1,200512,EVA Airways,Asia,International,11032
1,200512,EVA Airways,Asia,International,12336
10,200512,Frontier Airlines,US,Terminal 1,12855
10,200512,Frontier Airlines,US,Terminal 1,13049
10,200512,Hawaiian Airlines,US,Terminal 1,7024
10,200512,Hawaiian Airlines,US,Terminal 1,7602
10,200512,Horizon Air ,US,Terminal 1,4113
10,200512,Horizon Air ,US,Terminal 1,4462
1,200512,Japan Airlines,Asia,International,7094
1,200512,Japan Airlines,Asia,International,9192
3,200512,KLM Royal Dutch Airlines,Europe,International,7324
3,200512,KLM Royal Dutch Airlines,Europe,International,7237
1,200512,Korean Air Lines,Asia,International,4474
10,200604,Mesa Airlines,US,Terminal 1,1133
1,200512,Korean Air Lines,Asia,International,5101
3,200512,Lufthansa German Airlines,Europe,International,14696
3,200512,Lufthansa German Airlines,Europe,International,14949
10,200512,Mesa Airlines,US,Terminal 1,1158
10,200512,Mesa Airlines,US,Terminal 1,1638
6,200512,Mexicana Airlines,Mexico,International,5890
6,200512,Mexicana Airlines,Mexico,International,10450
10,200512,Midwest Airlines,US,Terminal 1,1739
10,200512,Midwest Airlines,US,Terminal 1,2554
10,200512,Northwest Airlines,US,Terminal 1,46348
10,200512,Northwest Airlines,US,Terminal 1,47663
1,200512,Northwest Airlines,Asia,International,6331
1,200512,Northwest Airlines,Asia,International,6520
1,200512,Philippine Airlines,Asia,International,7623
1,200512,Philippine Airlines,Asia,International,12657
1,200512,Singapore Airlines,Asia,International,16877
1,200512,Singapore Airlines,Asia,International,18197
10,200512,SkyWest Airlines,US,Terminal 1,4376
10,200512,SkyWest Airlines,US,Terminal 1,3897
0,200512,SkyWest Airlines,US,Terminal 3,90313
0,200512,SkyWest Airlines,US,Terminal 3,90500
7,200512,SkyWest Airlines,Canada,Terminal 3,3188
7,200512,SkyWest Airlines,Canada,Terminal 3,3258
10,200512,Sun Country Airlines,US,Terminal 1,4318
10,200512,Sun Country Airlines,US,Terminal 1,4146
1,200512,TACA,Central America,International,5371
1,200512,TACA,Central America,International,7536
5,200512,US Airways,US,Terminal 1,29880
5,200512,US Airways,US,Terminal 1,25505
5,200512,US Airways,US,Terminal 1,33736
5,200512,US Airways,US,Terminal 1,26801
10,200512,United Airlines,US,Terminal 1,47525
10,200512,United Airlines,US,Terminal 1,49674
9,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,58428
9,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,62840
9,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,392724
9,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,382711
9,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,8913
8,200512,United Airlines - Pre 07/01/2013,Asia,International,62911
8,200512,United Airlines - Pre 07/01/2013,Asia,International,67674
8,200512,United Airlines - Pre 07/01/2013,Asia,International,3498
8,200512,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9418
8,200512,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9790
8,200512,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1024
9,200512,United Airlines - Pre 07/01/2013,Canada,Terminal 3,11266
9,200512,United Airlines - Pre 07/01/2013,Canada,Terminal 3,11319
9,200512,United Airlines - Pre 07/01/2013,Canada,Terminal 3,64
8,200512,United Airlines - Pre 07/01/2013,Europe,International,22422
8,200512,United Airlines - Pre 07/01/2013,Europe,International,22376
8,200512,United Airlines - Pre 07/01/2013,Europe,International,476
6,200512,United Airlines - Pre 07/01/2013,Mexico,International,10334
6,200512,United Airlines - Pre 07/01/2013,Mexico,International,12624
6,200512,United Airlines - Pre 07/01/2013,Mexico,International,123
3,200512,Virgin Atlantic,Europe,International,8179
3,200512,Virgin Atlantic,Europe,International,8798
11,200512,WestJet Airlines,Canada,International,1156
11,200512,WestJet Airlines,Canada,International,1209
10,200601,ATA Airlines,US,Terminal 1,13010
10,200601,ATA Airlines,US,Terminal 1,12226
10,200601,ATA Airlines,US,Terminal 1,3316
11,200601,Air Canada ,Canada,Terminal 1,18986
11,200601,Air Canada ,Canada,Terminal 1,18360
11,200601,Air Canada Jazz,Canada,Terminal 1,282
11,200601,Air Canada Jazz,Canada,Terminal 1,337
1,200601,Air China,Asia,International,3470
1,200601,Air China,Asia,International,3078
3,200601,Air France,Europe,International,7565
3,200601,Air France,Europe,International,7175
1,200601,Air New Zealand,Australia / Oceania,International,6688
1,200601,Air New Zealand,Australia / Oceania,International,7450
2,200601,AirTran Airways,US,International,4096
2,200601,AirTran Airways,US,International,4057
2,200601,Alaska Airlines,US,International,28485
2,200601,Alaska Airlines,US,International,31577
2,200601,Alaska Airlines,US,International,4309
11,200601,Alaska Airlines,Canada,International,5804
11,200601,Alaska Airlines,Canada,International,4921
11,200601,Alaska Airlines,Canada,International,181
6,200601,Alaska Airlines,Mexico,International,10758
6,200601,Alaska Airlines,Mexico,International,11638
6,200601,Alaska Airlines,Mexico,International,2265
1,200601,All Nippon Airways,Asia,International,6629
1,200601,All Nippon Airways,Asia,International,6005
0,200601,American Airlines,US,Terminal 3,118267
0,200601,American Airlines,US,Terminal 3,110409
0,200601,American Eagle Airlines,US,Terminal 3,3676
0,200601,American Eagle Airlines,US,Terminal 3,3530
1,200601,Asiana Airlines,Asia,International,5174
1,200601,Asiana Airlines,Asia,International,4680
3,200601,British Airways,Europe,International,16385
3,200601,British Airways,Europe,International,15573
1,200601,Cathay Pacific,Asia,International,11455
1,200601,Cathay Pacific,Asia,International,10399
1,200601,China Airlines,Asia,International,11773
1,200601,China Airlines,Asia,International,11480
10,200601,Delta Air Lines,US,Terminal 1,17152
10,200601,Delta Air Lines,US,Terminal 1,46377
10,200601,Delta Air Lines,US,Terminal 1,15650
10,200601,Delta Air Lines,US,Terminal 1,42321
1,200601,EVA Airways,Asia,International,12939
1,200601,EVA Airways,Asia,International,12688
10,200601,Frontier Airlines,US,Terminal 1,12096
10,200601,Frontier Airlines,US,Terminal 1,11071
10,200601,Hawaiian Airlines,US,Terminal 1,7478
10,200601,Hawaiian Airlines,US,Terminal 1,7255
10,200601,Horizon Air ,US,Terminal 1,3483
10,200601,Horizon Air ,US,Terminal 1,3613
1,200601,Japan Airlines,Asia,International,8755
1,200601,Japan Airlines,Asia,International,7819
3,200601,KLM Royal Dutch Airlines,Europe,International,7421
3,200601,KLM Royal Dutch Airlines,Europe,International,6508
1,200601,Korean Air Lines,Asia,International,6323
1,200601,Korean Air Lines,Asia,International,4759
3,200601,Lufthansa German Airlines,Europe,International,15751
3,200601,Lufthansa German Airlines,Europe,International,14551
10,200601,Mesa Airlines,US,Terminal 1,1404
10,200601,Mesa Airlines,US,Terminal 1,1140
6,200601,Mexicana Airlines,Mexico,International,8043
6,200601,Mexicana Airlines,Mexico,International,7313
10,200601,Midwest Airlines,US,Terminal 1,1758
10,200601,Midwest Airlines,US,Terminal 1,2451
10,200601,Northwest Airlines,US,Terminal 1,39379
10,200601,Northwest Airlines,US,Terminal 1,38256
1,200601,Northwest Airlines,Asia,International,6677
1,200601,Northwest Airlines,Asia,International,5751
1,200601,Philippine Airlines,Asia,International,11503
1,200601,Philippine Airlines,Asia,International,11854
1,200601,Singapore Airlines,Asia,International,18735
1,200601,Singapore Airlines,Asia,International,17786
10,200601,SkyWest Airlines,US,Terminal 1,4753
10,200601,SkyWest Airlines,US,Terminal 1,3666
0,200601,SkyWest Airlines,US,Terminal 3,91151
0,200601,SkyWest Airlines,US,Terminal 3,89509
7,200601,SkyWest Airlines,Canada,Terminal 3,3434
7,200601,SkyWest Airlines,Canada,Terminal 3,3291
10,200601,Sun Country Airlines,US,Terminal 1,2370
10,200601,Sun Country Airlines,US,Terminal 1,2429
1,200601,TACA,Central America,International,6237
1,200601,TACA,Central America,International,5321
5,200601,US Airways,US,Terminal 1,33369
5,200601,US Airways,US,Terminal 1,23134
5,200601,US Airways,US,Terminal 1,29907
5,200601,US Airways,US,Terminal 1,23799
10,200601,United Airlines,US,Terminal 1,43087
10,200601,United Airlines,US,Terminal 1,40247
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,57838
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,22774
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,55884
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,21087
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,422
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,324729
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,312749
9,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,7224
8,200601,United Airlines - Pre 07/01/2013,Asia,International,70439
8,200601,United Airlines - Pre 07/01/2013,Asia,International,61107
8,200601,United Airlines - Pre 07/01/2013,Asia,International,3025
8,200601,United Airlines - Pre 07/01/2013,Australia / Oceania,International,10023
8,200601,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9951
8,200601,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1163
9,200601,United Airlines - Pre 07/01/2013,Canada,Terminal 3,9683
9,200601,United Airlines - Pre 07/01/2013,Canada,Terminal 3,9116
9,200601,United Airlines - Pre 07/01/2013,Canada,Terminal 3,38
8,200601,United Airlines - Pre 07/01/2013,Europe,International,21457
8,200601,United Airlines - Pre 07/01/2013,Europe,International,20316
8,200601,United Airlines - Pre 07/01/2013,Europe,International,716
6,200601,United Airlines - Pre 07/01/2013,Mexico,International,11371
6,200601,United Airlines - Pre 07/01/2013,Mexico,International,11388
6,200601,United Airlines - Pre 07/01/2013,Mexico,International,164
3,200601,Virgin Atlantic,Europe,International,9605
3,200601,Virgin Atlantic,Europe,International,8358
11,200601,WestJet Airlines,Canada,International,522
11,200601,WestJet Airlines,Canada,International,507
10,200602,ATA Airlines,US,Terminal 1,9180
10,200602,ATA Airlines,US,Terminal 1,10323
10,200602,ATA Airlines,US,Terminal 1,3863
11,200602,Air Canada ,Canada,Terminal 1,17679
11,200602,Air Canada ,Canada,Terminal 1,17649
1,200602,Air China,Asia,International,2862
1,200602,Air China,Asia,International,2767
3,200602,Air France,Europe,International,6469
3,200602,Air France,Europe,International,6503
1,200602,Air New Zealand,Australia / Oceania,International,5448
1,200602,Air New Zealand,Australia / Oceania,International,6889
2,200602,AirTran Airways,US,International,2964
2,200602,AirTran Airways,US,International,2951
2,200602,Alaska Airlines,US,International,25039
2,200602,Alaska Airlines,US,International,30568
2,200602,Alaska Airlines,US,International,5023
11,200602,Alaska Airlines,Canada,International,5117
11,200602,Alaska Airlines,Canada,International,4872
11,200602,Alaska Airlines,Canada,International,219
6,200602,Alaska Airlines,Mexico,International,7283
6,200602,Alaska Airlines,Mexico,International,10743
6,200602,Alaska Airlines,Mexico,International,2978
1,200602,All Nippon Airways,Asia,International,4580
1,200602,All Nippon Airways,Asia,International,4784
0,200602,American Airlines,US,Terminal 3,102286
0,200602,American Airlines,US,Terminal 3,101163
0,200602,American Eagle Airlines,US,Terminal 3,3651
0,200602,American Eagle Airlines,US,Terminal 3,3751
1,200602,Asiana Airlines,Asia,International,4201
1,200602,Asiana Airlines,Asia,International,3873
3,200602,British Airways,Europe,International,13206
3,200602,British Airways,Europe,International,12660
1,200602,Cathay Pacific,Asia,International,9418
