,Activity Period,Operating Airline,GEO Region,Terminal,Passenger Count,cluster
7174,201008,Servisair,US,International,118,6
7175,201008,Singapore Airlines,Asia,International,16346,0
7176,201008,Singapore Airlines,Asia,International,13213,0
7177,201008,SkyWest Airlines,US,Terminal 1,9891,4
7178,201008,SkyWest Airlines,US,Terminal 1,9571,4
7179,201008,SkyWest Airlines,US,Terminal 3,128105,7
7180,201008,SkyWest Airlines,US,Terminal 3,127635,7
7181,201008,SkyWest Airlines,Canada,International,2782,5
7182,201008,SkyWest Airlines,Canada,Terminal 3,9516,11
7183,201008,SkyWest Airlines,Canada,Terminal 3,12183,11
7184,201008,Southwest Airlines,US,Terminal 1,136740,4
7185,201008,Southwest Airlines,US,Terminal 1,133497,4
7186,201008,Southwest Airlines,US,Terminal 1,118,4
7187,201008,Sun Country Airlines,US,International,3950,6
7188,201008,Sun Country Airlines,US,International,3846,6
7189,201008,Swiss International,Europe,International,5595,1
7190,201008,Swiss International,Europe,International,5607,1
7191,201008,TACA,Central America,International,7357,12
7192,201008,TACA,Central America,International,5297,12
7193,201008,US Airways,US,Terminal 1,65514,4
7194,201008,US Airways,US,Terminal 1,66135,4
7195,201008,United Airlines,US,Terminal 1,74853,4
7196,201008,United Airlines,US,Terminal 1,74587,4
7197,201008,United Airlines - Pre 07/01/2013,US,International,11386,6
7198,201008,United Airlines - Pre 07/01/2013,US,International,7908,6
7199,201008,United Airlines - Pre 07/01/2013,US,Terminal 3,22534,7
7200,201008,United Airlines - Pre 07/01/2013,US,Terminal 3,22142,7
7201,201008,United Airlines - Pre 07/01/2013,US,Terminal 3,402,7
7202,201008,United Airlines - Pre 07/01/2013,US,Terminal 3,428141,7
7203,201008,United Airlines - Pre 07/01/2013,US,Terminal 3,420700,7
7204,201008,United Airlines - Pre 07/01/2013,US,Terminal 3,7624,7
7205,201008,United Airlines - Pre 07/01/2013,Asia,International,78593,0
7206,201008,United Airlines - Pre 07/01/2013,Asia,International,68342,0
7207,201008,United Airlines - Pre 07/01/2013,Asia,International,3441,0
7208,201008,United Airlines - Pre 07/01/2013,Australia / Oceania,International,10163,8
7209,201008,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8269,8
7210,201008,United Airlines - Pre 07/01/2013,Australia / Oceania,International,443,8
7211,201008,United Airlines - Pre 07/01/2013,Canada,Terminal 3,18914,11
7212,201008,United Airlines - Pre 07/01/2013,Canada,Terminal 3,18483,11
7213,201008,United Airlines - Pre 07/01/2013,Canada,Terminal 3,353,11
7214,201008,United Airlines - Pre 07/01/2013,Europe,International,32579,1
7215,201008,United Airlines - Pre 07/01/2013,Europe,International,32450,1
7216,201008,United Airlines - Pre 07/01/2013,Europe,International,637,1
7217,201008,United Airlines - Pre 07/01/2013,Mexico,International,7280,3
7218,201008,United Airlines - Pre 07/01/2013,Mexico,International,6318,3
7219,201008,United Airlines - Pre 07/01/2013,Mexico,International,486,3
7220,201008,Virgin America,US,International,105770,6
7221,201008,Virgin America,US,International,103285,6
7222,201008,Virgin America,Canada,International,2659,5
7223,201008,Virgin America,Canada,International,2492,5
7224,201008,Virgin Atlantic,Europe,International,11111,1
7225,201008,Virgin Atlantic,Europe,International,10805,1
7226,201008,WestJet Airlines,Canada,International,8763,5
7227,201008,WestJet Airlines,Canada,International,8719,5
7228,201009,Aeromexico,Mexico,International,3411,3
7229,201009,Aeromexico,Mexico,International,3303,3
7230,201009,Air Berlin,Europe,International,2357,1
7231,201009,Air Berlin,Europe,International,2343,1
7232,201009,Air Canada ,Canada,Terminal 3,26703,11
7233,201009,Air Canada ,Canada,Terminal 3,28049,11
7234,201009,Air China,Asia,International,6905,0
7235,201009,Air China,Asia,International,6585,0
7236,201009,Air France,Europe,International,12693,1
7237,201009,Air France,Europe,International,13763,1
7238,201009,Air New Zealand,Australia / Oceania,International,5878,8
7239,201009,Air New Zealand,Australia / Oceania,International,6036,8
7240,201009,AirTran Airways,US,Terminal 1,15982,4
7241,201009,AirTran Airways,US,Terminal 1,16409,4
7242,201009,Alaska Airlines,US,Terminal 1,30648,4
7243,201009,Alaska Airlines,US,Terminal 1,38630,4
7244,201009,Alaska Airlines,Mexico,International,6870,3
7245,201009,Alaska Airlines,Mexico,Terminal 1,6640,2
7246,201009,All Nippon Airways,Asia,International,5931,0
7247,201009,All Nippon Airways,Asia,International,6006,0
7248,201009,American Airlines,US,Terminal 3,133725,7
7249,201009,American Airlines,US,Terminal 3,136177,7
7250,201009,Asiana Airlines,Asia,International,4965,0
7251,201009,Asiana Airlines,Asia,International,4597,0
7252,201009,British Airways,Europe,International,18882,1
7253,201009,British Airways,Europe,International,19497,1
7254,201009,Cathay Pacific,Asia,International,19615,0
7255,201009,Cathay Pacific,Asia,International,19218,0
7256,201009,China Airlines,Asia,International,8887,0
7257,201009,China Airlines,Asia,International,8261,0
7258,201009,Delta Air Lines,US,Terminal 1,128239,4
7259,201009,Delta Air Lines,US,Terminal 1,136626,4
7260,201009,Delta Air Lines,Asia,International,5876,0
7261,201009,Delta Air Lines,Asia,International,5282,0
7262,201009,EVA Airways,Asia,International,9695,0
7263,201009,EVA Airways,Asia,International,9841,0
7264,201009,Emirates ,Middle East,International,8648,9
7265,201009,Emirates ,Middle East,International,7354,9
7266,201009,Frontier Airlines,US,Terminal 1,16998,4
7267,201009,Frontier Airlines,US,Terminal 1,16427,4
7268,201009,Hawaiian Airlines,US,Terminal 1,7222,4
7269,201009,Hawaiian Airlines,US,Terminal 1,6886,4
7270,201009,Horizon Air ,US,Terminal 1,9127,4
7271,201009,Horizon Air ,US,Terminal 1,8817,4
7272,201009,Japan Airlines,Asia,International,6381,0
7273,201009,Japan Airlines,Asia,International,6737,0
7274,201009,JetBlue Airways ,US,International,33256,6
7275,201009,JetBlue Airways ,US,International,32755,6
7276,201009,KLM Royal Dutch Airlines,Europe,International,10827,1
7277,201009,KLM Royal Dutch Airlines,Europe,International,11030,1
7278,201009,Korean Air Lines,Asia,International,6540,0
7279,201009,Korean Air Lines,Asia,International,6209,0
7280,201009,LAN Peru,South America,International,2799,9
7281,201009,LAN Peru,South America,International,2612,9
7282,201009,Lufthansa German Airlines,Europe,International,17946,1
7283,201009,Lufthansa German Airlines,Europe,International,18433,1
7284,201009,Mesa Airlines,US,Terminal 1,9525,4
7285,201009,Mesa Airlines,US,Terminal 1,9394,4
7286,201009,Mesaba Airlines,US,Terminal 1,5026,4
7287,201009,Mesaba Airlines,US,Terminal 1,4729,4
7288,201009,Philippine Airlines,Asia,International,10508,0
7289,201009,Philippine Airlines,Asia,International,7541,0
7290,201009,Qantas Airways,Australia / Oceania,International,4461,8
7291,201009,Qantas Airways,Australia / Oceania,International,4280,8
7292,201009,Republic Airlines,US,Terminal 1,4316,4
7293,201009,Republic Airlines,US,Terminal 1,4636,4
7294,201009,Singapore Airlines,Asia,International,13748,0
7295,201009,Singapore Airlines,Asia,International,12607,0
7296,201009,SkyWest Airlines,US,Terminal 1,7312,4
7297,201009,SkyWest Airlines,US,Terminal 1,7208,4
7298,201009,SkyWest Airlines,US,Terminal 3,114999,7
7299,201009,SkyWest Airlines,US,Terminal 3,114805,7
7300,201009,SkyWest Airlines,Canada,International,2412,5
7301,201009,SkyWest Airlines,Canada,Terminal 3,8844,11
7302,201009,SkyWest Airlines,Canada,Terminal 3,11211,11
7303,201009,Southwest Airlines,US,Terminal 1,125883,4
7304,201009,Southwest Airlines,US,Terminal 1,125701,4
7305,201009,Southwest Airlines,US,Terminal 1,52,4
7306,201009,Sun Country Airlines,US,International,4652,6
7307,201009,Sun Country Airlines,US,International,3020,6
7308,201009,Swiss International,Europe,International,5509,1
7309,201009,Swiss International,Europe,International,5574,1
7310,201009,TACA,Central America,International,4335,12
7311,201009,TACA,Central America,International,4245,12
7312,201009,US Airways,US,Terminal 1,61589,4
7313,201009,US Airways,US,Terminal 1,64280,4
7314,201009,United Airlines,US,Terminal 1,63438,4
7315,201009,United Airlines,US,Terminal 1,64414,4
7316,201009,United Airlines - Pre 07/01/2013,US,International,7454,6
7317,201009,United Airlines - Pre 07/01/2013,US,International,3832,6
7318,201009,United Airlines - Pre 07/01/2013,US,Terminal 3,20045,7
7319,201009,United Airlines - Pre 07/01/2013,US,Terminal 3,20657,7
7320,201009,United Airlines - Pre 07/01/2013,US,Terminal 3,337,7
7321,201009,United Airlines - Pre 07/01/2013,US,Terminal 3,380843,7
7322,201009,United Airlines - Pre 07/01/2013,US,Terminal 3,392480,7
7323,201009,United Airlines - Pre 07/01/2013,US,Terminal 3,6400,7
7324,201009,United Airlines - Pre 07/01/2013,Asia,International,72570,0
7325,201009,United Airlines - Pre 07/01/2013,Asia,International,65810,0
7326,201009,United Airlines - Pre 07/01/2013,Asia,International,2675,0
7327,201009,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9402,8
7328,201009,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8507,8
7329,201009,United Airlines - Pre 07/01/2013,Australia / Oceania,International,677,8
7330,201009,United Airlines - Pre 07/01/2013,Canada,Terminal 3,15786,11
7331,201009,United Airlines - Pre 07/01/2013,Canada,Terminal 3,16730,11
7332,201009,United Airlines - Pre 07/01/2013,Canada,Terminal 3,147,11
7333,201009,United Airlines - Pre 07/01/2013,Europe,International,31160,1
7334,201009,United Airlines - Pre 07/01/2013,Europe,International,32921,1
7335,201009,United Airlines - Pre 07/01/2013,Europe,International,504,1
7336,201009,United Airlines - Pre 07/01/2013,Mexico,International,3439,3
7337,201009,United Airlines - Pre 07/01/2013,Mexico,International,3216,3
7338,201009,United Airlines - Pre 07/01/2013,Mexico,International,258,3
7339,201009,Virgin America,US,International,88856,6
7340,201009,Virgin America,US,International,91638,6
7341,201009,Virgin America,Canada,International,1543,5
7342,201009,Virgin America,Canada,International,1822,5
7343,201009,Virgin Atlantic,Europe,International,10588,1
7344,201009,Virgin Atlantic,Europe,International,10640,1
7345,201009,WestJet Airlines,Canada,International,6500,5
7346,201009,WestJet Airlines,Canada,International,7145,5
7347,201010,Aeromexico,Mexico,International,3730,3
7348,201010,Aeromexico,Mexico,International,3242,3
7349,201010,Air Berlin,Europe,International,1455,1
7350,201010,Air Berlin,Europe,International,1689,1
7351,201010,Air Canada ,Canada,Terminal 3,23827,11
7352,201010,Air Canada ,Canada,Terminal 3,22955,11
7353,201010,Air China,Asia,International,7025,0
7354,201010,Air China,Asia,International,7051,0
7355,201010,Air France,Europe,International,12812,1
7356,201010,Air France,Europe,International,12647,1
7357,201010,Air New Zealand,Australia / Oceania,International,4619,8
7358,201010,Air New Zealand,Australia / Oceania,International,7380,8
7359,201010,AirTran Airways,US,Terminal 1,15495,4
7360,201010,AirTran Airways,US,Terminal 1,16089,4
7361,201010,Alaska Airlines,US,Terminal 1,28862,4
7362,201010,Alaska Airlines,US,Terminal 1,31754,4
7363,201010,Alaska Airlines,Mexico,International,8389,3
7364,201010,Alaska Airlines,Mexico,Terminal 1,7611,2
7365,201010,All Nippon Airways,Asia,International,6853,0
7366,201010,All Nippon Airways,Asia,International,6928,0
7367,201010,American Airlines,US,Terminal 3,149109,7
7368,201010,American Airlines,US,Terminal 3,148282,7
7369,201010,Asiana Airlines,Asia,International,3936,0
7370,201010,Asiana Airlines,Asia,International,4938,0
7371,201010,British Airways,Europe,International,18360,1
7372,201010,British Airways,Europe,International,18905,1
7373,201010,Cathay Pacific,Asia,International,18773,0
7374,201010,Cathay Pacific,Asia,International,22863,0
7375,201010,China Airlines,Asia,International,7996,0
7376,201010,China Airlines,Asia,International,9134,0
7377,201010,Delta Air Lines,US,Terminal 1,132906,4
7378,201010,Delta Air Lines,US,Terminal 1,135455,4
7379,201010,Delta Air Lines,Asia,International,5479,0
7380,201010,Delta Air Lines,Asia,International,6059,0
7381,201010,EVA Airways,Asia,International,8556,0
7382,201010,EVA Airways,Asia,International,9888,0
7383,201010,Emirates ,Middle East,International,7235,9
7384,201010,Emirates ,Middle East,International,8910,9
7385,201010,Frontier Airlines,US,Terminal 1,21101,4
7386,201010,Frontier Airlines,US,Terminal 1,21245,4
7387,201010,Hawaiian Airlines,US,Terminal 1,7262,4
7388,201010,Hawaiian Airlines,US,Terminal 1,7504,4
7389,201010,Horizon Air ,US,Terminal 1,9061,4
7390,201010,Horizon Air ,US,Terminal 1,8510,4
7391,201010,Japan Airlines,Asia,International,6606,0
7392,201010,Japan Airlines,Asia,International,6030,0
7393,201010,JetBlue Airways ,US,International,38555,6
7394,201010,JetBlue Airways ,US,International,38787,6
7395,201010,KLM Royal Dutch Airlines,Europe,International,10679,1
7396,201010,KLM Royal Dutch Airlines,Europe,International,10566,1
7397,201010,Korean Air Lines,Asia,International,6020,0
7398,201010,Korean Air Lines,Asia,International,6074,0
7399,201010,LAN Peru,South America,International,3133,9
7400,201010,LAN Peru,South America,International,3120,9
7401,201010,Lufthansa German Airlines,Europe,International,19062,1
7402,201010,Lufthansa German Airlines,Europe,International,17940,1
7403,201010,Mesa Airlines,US,Terminal 1,9840,4
7404,201010,Mesa Airlines,US,Terminal 1,9244,4
7405,201010,Mesaba Airlines,US,Terminal 1,1422,4
7406,201010,Mesaba Airlines,US,Terminal 1,1270,4
7407,201010,Philippine Airlines,Asia,International,9663,0
7408,201010,Philippine Airlines,Asia,International,10883,0
7409,201010,Qantas Airways,Australia / Oceania,International,3803,8
7410,201010,Qantas Airways,Australia / Oceania,International,4533,8
7411,201010,Singapore Airlines,Asia,International,13288,0
7412,201010,Singapore Airlines,Asia,International,15343,0
7413,201010,SkyWest Airlines,US,Terminal 1,10302,4
7414,201010,SkyWest Airlines,US,Terminal 1,10534,4
7415,201010,SkyWest Airlines,US,Terminal 3,113162,7
7416,201010,SkyWest Airlines,US,Terminal 3,113345,7
7417,201010,SkyWest Airlines,Canada,International,2375,5
7418,201010,SkyWest Airlines,Canada,Terminal 3,8735,11
7419,201010,SkyWest Airlines,Canada,Terminal 3,10538,11
7420,201010,Southwest Airlines,US,Terminal 1,137622,4
7421,201010,Southwest Airlines,US,Terminal 1,138744,4
7422,201010,Southwest Airlines,US,Terminal 1,40,4
7423,201010,Sun Country Airlines,US,International,2398,6
7424,201010,Sun Country Airlines,US,International,2540,6
7425,201010,Swiss International,Europe,International,5686,1
7426,201010,Swiss International,Europe,International,5516,1
7427,201010,TACA,Central America,International,3916,12
7428,201010,TACA,Central America,International,4437,12
7429,201010,US Airways,US,Terminal 1,66429,4
7430,201010,US Airways,US,Terminal 1,67571,4
7431,201010,United Airlines,US,Terminal 1,67984,4
7432,201010,United Airlines,US,Terminal 1,68648,4
7433,201010,United Airlines - Pre 07/01/2013,US,International,4806,6
7434,201010,United Airlines - Pre 07/01/2013,US,International,4577,6
7435,201010,United Airlines - Pre 07/01/2013,US,Terminal 3,21536,7
7436,201010,United Airlines - Pre 07/01/2013,US,Terminal 3,21314,7
7437,201010,United Airlines - Pre 07/01/2013,US,Terminal 3,372,7
7438,201010,United Airlines - Pre 07/01/2013,US,Terminal 3,409190,7
7439,201010,United Airlines - Pre 07/01/2013,US,Terminal 3,404967,7
7440,201010,United Airlines - Pre 07/01/2013,US,Terminal 3,7077,7
7441,201010,United Airlines - Pre 07/01/2013,Asia,International,68019,0
7442,201010,United Airlines - Pre 07/01/2013,Asia,International,73322,0
7443,201010,United Airlines - Pre 07/01/2013,Asia,International,2893,0
7444,201010,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7452,8
7445,201010,United Airlines - Pre 07/01/2013,Australia / Oceania,International,10618,8
7446,201010,United Airlines - Pre 07/01/2013,Australia / Oceania,International,778,8
7447,201010,United Airlines - Pre 07/01/2013,Canada,Terminal 3,15971,11
7448,201010,United Airlines - Pre 07/01/2013,Canada,Terminal 3,16228,11
7449,201010,United Airlines - Pre 07/01/2013,Canada,Terminal 3,139,11
7450,201010,United Airlines - Pre 07/01/2013,Europe,International,30740,1
7451,201010,United Airlines - Pre 07/01/2013,Europe,International,29142,1
7452,201010,United Airlines - Pre 07/01/2013,Europe,International,632,1
7453,201010,United Airlines - Pre 07/01/2013,Mexico,International,3293,3
7454,201010,United Airlines - Pre 07/01/2013,Mexico,International,3242,3
7455,201010,United Airlines - Pre 07/01/2013,Mexico,International,244,3
7456,201010,Virgin America,US,International,103207,6
7457,201010,Virgin America,US,International,105573,6
7458,201010,Virgin America,Canada,International,2063,5
7459,201010,Virgin America,Canada,International,2208,5
7460,201010,Virgin Atlantic,Europe,International,10112,1
7461,201010,Virgin Atlantic,Europe,International,10578,1
7462,201010,WestJet Airlines,Canada,International,5342,5
7463,201010,WestJet Airlines,Canada,International,6202,5
7464,201011,Aeromexico,Mexico,International,3592,3
7465,201011,Aeromexico,Mexico,International,2990,3
7466,201011,Air Canada ,Canada,Terminal 3,18570,11
7467,201011,Air Canada ,Canada,Terminal 3,18261,11
7468,201011,Air China,Asia,International,6586,0
7469,201011,Air China,Asia,International,6340,0
7470,201011,Air France,Europe,International,6827,1
7471,201011,Air France,Europe,International,7407,1
7472,201011,Air New Zealand,Australia / Oceania,International,5375,8
7473,201011,Air New Zealand,Australia / Oceania,International,5824,8
7474,201011,AirTran Airways,US,Terminal 1,13114,4
7475,201011,AirTran Airways,US,Terminal 1,13562,4
7476,201011,Alaska Airlines,US,Terminal 1,29853,4
7477,201011,Alaska Airlines,US,Terminal 1,30367,4
7478,201011,Alaska Airlines,Mexico,International,7893,3
7479,201011,Alaska Airlines,Mexico,Terminal 1,8298,2
7480,201011,All Nippon Airways,Asia,International,6508,0
7481,201011,All Nippon Airways,Asia,International,6495,0
7482,201011,American Airlines,US,Terminal 3,127751,7
7483,201011,American Airlines,US,Terminal 3,127449,7
7484,201011,Asiana Airlines,Asia,International,4082,0
7485,201011,Asiana Airlines,Asia,International,4145,0
7486,201011,British Airways,Europe,International,14198,1
7487,201011,British Airways,Europe,International,15187,1
7488,201011,Cathay Pacific,Asia,International,19043,0
7489,201011,Cathay Pacific,Asia,International,20389,0
7490,201011,China Airlines,Asia,International,8522,0
7491,201011,China Airlines,Asia,International,9205,0
7492,201011,Delta Air Lines,US,Terminal 1,113707,4
7493,201011,Delta Air Lines,US,Terminal 1,119576,4
7494,201011,Delta Air Lines,Asia,International,5624,0
7495,201011,Delta Air Lines,Asia,International,5549,0
7496,201011,EVA Airways,Asia,International,9313,0
7497,201011,EVA Airways,Asia,International,9694,0
7498,201011,Emirates ,Middle East,International,6923,9
7499,201011,Emirates ,Middle East,International,9925,9
7500,201011,Frontier Airlines,US,Terminal 1,17627,4
7501,201011,Frontier Airlines,US,Terminal 1,17311,4
7502,201011,Hawaiian Airlines,US,Terminal 1,7063,4
7503,201011,Hawaiian Airlines,US,Terminal 1,7104,4
7504,201011,Horizon Air ,US,Terminal 1,7098,4
7505,201011,Horizon Air ,US,Terminal 1,7029,4
7506,201011,Japan Airlines,Asia,International,5343,0
7507,201011,Japan Airlines,Asia,International,5312,0
7508,201011,JetBlue Airways ,US,International,33514,6
7509,201011,JetBlue Airways ,US,International,34051,6
7510,201011,KLM Royal Dutch Airlines,Europe,International,7638,1
7511,201011,KLM Royal Dutch Airlines,Europe,International,7255,1
7512,201011,Korean Air Lines,Asia,International,3788,0
7513,201011,Korean Air Lines,Asia,International,4007,0
7514,201011,LAN Peru,South America,International,2769,9
7515,201011,LAN Peru,South America,International,3310,9
7516,201011,Lufthansa German Airlines,Europe,International,16562,1
7517,201011,Lufthansa German Airlines,Europe,International,16620,1
7518,201011,Mesa Airlines,US,Terminal 1,7341,4
7519,201011,Mesa Airlines,US,Terminal 1,7129,4
7520,201011,Philippine Airlines,Asia,International,9583,0
7521,201011,Philippine Airlines,Asia,International,10141,0
7522,201011,Qantas Airways,Australia / Oceania,International,4427,8
7523,201011,Qantas Airways,Australia / Oceania,International,3981,8
7524,201011,Singapore Airlines,Asia,International,13520,0
7525,201011,Singapore Airlines,Asia,International,14745,0
7526,201011,SkyWest Airlines,US,Terminal 1,10194,4
7527,201011,SkyWest Airlines,US,Terminal 1,10078,4
7528,201011,SkyWest Airlines,US,Terminal 3,119205,7
7529,201011,SkyWest Airlines,US,Terminal 3,119437,7
7530,201011,SkyWest Airlines,Canada,International,2041,5
7531,201011,SkyWest Airlines,Canada,Terminal 3,9102,11
7532,201011,SkyWest Airlines,Canada,Terminal 3,10975,11
7533,201011,Southwest Airlines,US,Terminal 1,131737,4
7534,201011,Southwest Airlines,US,Terminal 1,129379,4
7535,201011,Southwest Airlines,US,Terminal 1,131,4
7536,201011,Sun Country Airlines,US,International,2430,6
7537,201011,Sun Country Airlines,US,International,2451,6
7538,201011,Swiss International,Europe,International,4927,1
7539,201011,Swiss International,Europe,International,4570,1
7540,201011,TACA,Central America,International,3943,12
7541,201011,TACA,Central America,International,4316,12
7542,201011,US Airways,US,Terminal 1,60013,4
7543,201011,US Airways,US,Terminal 1,61156,4
7544,201011,United Airlines,US,Terminal 1,58234,4
7545,201011,United Airlines,US,Terminal 1,58385,4
7546,201011,United Airlines - Pre 07/01/2013,US,International,10512,6
7547,201011,United Airlines - Pre 07/01/2013,US,International,10518,6
7548,201011,United Airlines - Pre 07/01/2013,US,Terminal 3,19378,7
7549,201011,United Airlines - Pre 07/01/2013,US,Terminal 3,19516,7
7550,201011,United Airlines - Pre 07/01/2013,US,Terminal 3,239,7
7551,201011,United Airlines - Pre 07/01/2013,US,Terminal 3,368189,7
7552,201011,United Airlines - Pre 07/01/2013,US,Terminal 3,370807,7
7553,201011,United Airlines - Pre 07/01/2013,US,Terminal 3,4546,7
7554,201011,United Airlines - Pre 07/01/2013,Asia,International,64649,0
7555,201011,United Airlines - Pre 07/01/2013,Asia,International,59934,0
7556,201011,United Airlines - Pre 07/01/2013,Asia,International,2533,0
7557,201011,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8619,8
7558,201011,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9056,8
7559,201011,United Airlines - Pre 07/01/2013,Australia / Oceania,International,470,8
7560,201011,United Airlines - Pre 07/01/2013,Canada,Terminal 3,10471,11
7561,201011,United Airlines - Pre 07/01/2013,Canada,Terminal 3,10361,11
7562,201011,United Airlines - Pre 07/01/2013,Canada,Terminal 3,101,11
7563,201011,United Airlines - Pre 07/01/2013,Europe,International,15996,1
7564,201011,United Airlines - Pre 07/01/2013,Europe,International,16707,1
7565,201011,United Airlines - Pre 07/01/2013,Europe,International,373,1
7566,201011,United Airlines - Pre 07/01/2013,Mexico,International,8239,3
7567,201011,United Airlines - Pre 07/01/2013,Mexico,International,9649,3
7568,201011,United Airlines - Pre 07/01/2013,Mexico,International,5,3
7569,201011,Virgin America,US,International,108854,6
7570,201011,Virgin America,US,International,109969,6
7571,201011,Virgin America,Canada,International,2087,5
7572,201011,Virgin America,Canada,International,1963,5
7573,201011,Virgin Atlantic,Europe,International,7153,1
7574,201011,Virgin Atlantic,Europe,International,7649,1
7575,201012,Aeromexico,Mexico,International,4050,3
7576,201012,Aeromexico,Mexico,International,3197,3
7577,201012,Air Canada ,Canada,Terminal 3,21057,11
7578,201012,Air Canada ,Canada,Terminal 3,19973,11
7579,201012,Air China,Asia,International,7108,0
7580,201012,Air China,Asia,International,7194,0
7581,201012,Air France,Europe,International,7180,1
7582,201012,Air France,Europe,International,5374,1
7583,201012,Air New Zealand,Australia / Oceania,International,7387,8
7584,201012,Air New Zealand,Australia / Oceania,International,7598,8
7585,201012,AirTran Airways,US,Terminal 1,13436,4
7586,201012,AirTran Airways,US,Terminal 1,13676,4
7587,201012,Alaska Airlines,US,Terminal 1,30388,4
7588,201012,Alaska Airlines,US,Terminal 1,31038,4
7589,201012,Alaska Airlines,Mexico,International,7355,3
7590,201012,Alaska Airlines,Mexico,Terminal 1,8106,2
7591,201012,All Nippon Airways,Asia,International,6341,0
7592,201012,All Nippon Airways,Asia,International,6479,0
7593,201012,American Airlines,US,Terminal 3,122938,7
7594,201012,American Airlines,US,Terminal 3,125536,7
7595,201012,Asiana Airlines,Asia,International,4509,0
7596,201012,Asiana Airlines,Asia,International,4081,0
7597,201012,British Airways,Europe,International,13022,1
7598,201012,British Airways,Europe,International,12790,1
7599,201012,Cathay Pacific,Asia,International,19337,0
7600,201012,Cathay Pacific,Asia,International,19980,0
7601,201012,China Airlines,Asia,International,10219,0
7602,201012,China Airlines,Asia,International,10108,0
7603,201012,Delta Air Lines,US,Terminal 1,108469,4
7604,201012,Delta Air Lines,US,Terminal 1,110716,4
7605,201012,Delta Air Lines,Asia,International,5584,0
7606,201012,Delta Air Lines,Asia,International,5918,0
7607,201012,EVA Airways,Asia,International,9982,0
7608,201012,EVA Airways,Asia,International,11673,0
7609,201012,Emirates ,Middle East,International,9371,9
7610,201012,Emirates ,Middle East,International,10584,9
7611,201012,Frontier Airlines,US,Terminal 1,15523,4
7612,201012,Frontier Airlines,US,Terminal 1,15401,4
7613,201012,Hawaiian Airlines,US,Terminal 1,8266,4
7614,201012,Hawaiian Airlines,US,Terminal 1,8894,4
7615,201012,Horizon Air ,US,Terminal 1,6911,4
7616,201012,Horizon Air ,US,Terminal 1,7118,4
7617,201012,Japan Airlines,Asia,International,5198,0
7618,201012,Japan Airlines,Asia,International,6008,0
7619,201012,JetBlue Airways ,US,International,29955,6
7620,201012,JetBlue Airways ,US,International,31727,6
7621,201012,KLM Royal Dutch Airlines,Europe,International,7497,1
7622,201012,KLM Royal Dutch Airlines,Europe,International,6985,1
7623,201012,Korean Air Lines,Asia,International,3886,0
7624,201012,Korean Air Lines,Asia,International,4191,0
7625,201012,LAN Peru,South America,International,2949,9
7626,201012,LAN Peru,South America,International,3285,9
7627,201012,Lufthansa German Airlines,Europe,International,16312,1
7628,201012,Lufthansa German Airlines,Europe,International,16410,1
7629,201012,Mesa Airlines,US,Terminal 1,4767,4
7630,201012,Mesa Airlines,US,Terminal 1,5021,4
7631,201012,Philippine Airlines,Asia,International,8896,0
7632,201012,Philippine Airlines,Asia,International,11938,0
7633,201012,Qantas Airways,Australia / Oceania,International,5459,8
7634,201012,Qantas Airways,Australia / Oceania,International,4384,8
7635,201012,Singapore Airlines,Asia,International,14311,0
7636,201012,Singapore Airlines,Asia,International,13775,0
7637,201012,SkyWest Airlines,US,Terminal 1,9783,4
7638,201012,SkyWest Airlines,US,Terminal 1,10173,4
7639,201012,SkyWest Airlines,US,Terminal 3,114654,7
7640,201012,SkyWest Airlines,US,Terminal 3,118323,7
7641,201012,SkyWest Airlines,Canada,International,2263,5
7642,201012,SkyWest Airlines,Canada,Terminal 3,10234,11
7643,201012,SkyWest Airlines,Canada,Terminal 3,11191,11
7644,201012,Southwest Airlines,US,Terminal 1,126996,4
7645,201012,Southwest Airlines,US,Terminal 1,131273,4
7646,201012,Southwest Airlines,US,Terminal 1,347,4
7647,201012,Sun Country Airlines,US,International,4597,6
7648,201012,Sun Country Airlines,US,International,4723,6
7649,201012,Swiss International,Europe,International,5196,1
7650,201012,Swiss International,Europe,International,5007,1
7651,201012,TACA,Central America,International,4923,12
7652,201012,TACA,Central America,International,6858,12
7653,201012,US Airways,US,Terminal 1,61471,4
7654,201012,US Airways,US,Terminal 1,62735,4
7655,201012,United Airlines,US,Terminal 1,63988,4
7656,201012,United Airlines,US,Terminal 1,63299,4
7657,201012,United Airlines - Pre 07/01/2013,US,International,12869,6
7658,201012,United Airlines - Pre 07/01/2013,US,International,11885,6
7659,201012,United Airlines - Pre 07/01/2013,US,Terminal 3,19229,7
7660,201012,United Airlines - Pre 07/01/2013,US,Terminal 3,19184,7
7661,201012,United Airlines - Pre 07/01/2013,US,Terminal 3,289,7
7662,201012,United Airlines - Pre 07/01/2013,US,Terminal 3,365334,7
7663,201012,United Airlines - Pre 07/01/2013,US,Terminal 3,364504,7
7664,201012,United Airlines - Pre 07/01/2013,US,Terminal 3,5489,7
7665,201012,United Airlines - Pre 07/01/2013,Asia,International,62566,0
